series,dist,block,first_target,sample_end,n_obs,omega_pct2,alpha,beta,persistence,half_life_days,uncond_vol_daily_frac,nu,loglik,converged,boundary_fit
fx,t,2022-07-16/2022-07-22,2022-07-18,2022-07-15,1146,0.00498155,0.08674247,0.88118742,0.96792989,21.265,0.00394123,4.63920776,-346.89586099,True,False
fx,t,2022-07-23/2022-07-29,2022-07-25,2022-07-22,1151,0.00480047,0.08613458,0.88290829,0.96904287,22.0422,0.00393787,4.6142054,-345.17028388,True,False
fx,t,2022-07-30/2022-08-05,2022-08-01,2022-07-29,1156,0.00485673,0.0858974,0.8825542,0.9684516,21.6225,0.00392359,4.63190391,-345.7392436,True,False
fx,t,2022-08-06/2022-08-12,2022-08-08,2022-08-05,1161,0.00522221,0.08858865,0.87791881,0.96650746,20.347,0.00394869,4.64182358,-351.00804466,True,False
fx,t,2022-08-13/2022-08-19,2022-08-15,2022-08-12,1166,0.00517854,0.08765456,0.878756,0.96641056,20.2873,0.00392647,4.64077111,-351.32138223,True,False
fx,t,2022-08-20/2022-08-26,2022-08-22,2022-08-19,1171,0.00517146,0.08727052,0.87872449,0.96599501,20.0351,0.00389974,4.67527568,-351.71412123,True,False
fx,t,2022-08-27/2022-09-02,2022-08-30,2022-08-26,1176,0.00518827,0.08970352,0.87633566,0.96603918,20.0616,0.00390861,4.62655086,-349.20915892,True,False
fx,t,2022-09-03/2022-09-09,2022-09-05,2022-09-02,1180,0.0051614,0.08827026,0.87767269,0.96594295,20.004,0.00389296,4.64502145,-349.92202245,True,False
fx,t,2022-09-10/2022-09-16,2022-09-12,2022-09-09,1185,0.00509574,0.08819412,0.87805538,0.96624951,20.1888,0.00388565,4.64587979,-349.03901109,True,False
fx,t,2022-09-17/2022-09-23,2022-09-19,2022-09-16,1190,0.00524976,0.08786381,0.87688916,0.96475297,19.3168,0.0038593,4.69678006,-351.03993179,True,False
fx,t,2022-09-24/2022-09-30,2022-09-26,2022-09-23,1195,0.00533293,0.08803521,0.87755308,0.96558829,19.7942,0.00393668,4.57795919,-355.37428152,True,False
fx,t,2022-10-01/2022-10-07,2022-10-03,2022-09-30,1200,0.00540402,0.08879396,0.87613672,0.96493068,19.4164,0.0039255,4.60390017,-357.97576951,True,False
fx,t,2022-10-08/2022-10-14,2022-10-10,2022-10-07,1205,0.00535649,0.08839696,0.87696922,0.96536618,19.665,0.00393269,4.60968761,-360.94231573,True,False
fx,t,2022-10-15/2022-10-21,2022-10-17,2022-10-14,1210,0.00539748,0.08806805,0.87646039,0.96452844,19.1923,0.00390081,4.6233252,-361.32440167,True,False
fx,t,2022-10-22/2022-10-28,2022-10-24,2022-10-21,1215,0.00531347,0.08724912,0.87852055,0.96576967,19.9009,0.00393988,4.58105606,-364.9108162,True,False
fx,t,2022-10-29/2022-11-04,2022-10-31,2022-10-28,1220,0.00525382,0.08691874,0.87975292,0.96667166,20.449,0.00397037,4.55577441,-368.66365811,True,False
fx,t,2022-11-05/2022-11-11,2022-11-07,2022-11-04,1225,0.00517315,0.08767825,0.88034005,0.9680183,21.3248,0.00402186,4.55311562,-373.67340615,True,False
fx,t,2022-11-12/2022-11-18,2022-11-14,2022-11-11,1230,0.00509026,0.08868707,0.88074073,0.9694278,22.3241,0.00408044,4.54487366,-378.95570262,True,False
fx,t,2022-11-19/2022-11-25,2022-11-21,2022-11-18,1235,0.00509589,0.08941457,0.87985874,0.9692733,22.2101,0.00407241,4.58374283,-382.87454706,True,False
fx,t,2022-11-26/2022-12-02,2022-11-28,2022-11-25,1240,0.00537287,0.08943615,0.87709974,0.96653589,20.3646,0.00400695,4.56403068,-382.85248721,True,False
fx,t,2022-12-03/2022-12-09,2022-12-05,2022-12-02,1245,0.00574678,0.09220581,0.87138726,0.96359306,18.6902,0.00397302,4.55188236,-382.43987784,True,False
fx,t,2022-12-10/2022-12-16,2022-12-12,2022-12-09,1250,0.00537914,0.08817781,0.87820804,0.96638585,20.2722,0.00400033,4.53294261,-386.20910534,True,False
fx,t,2022-12-17/2022-12-23,2022-12-19,2022-12-16,1255,0.00534926,0.08761856,0.87855819,0.96617676,20.1447,0.00397685,4.56783638,-387.56147701,True,False
fx,t,2022-12-24/2022-12-30,2022-12-28,2022-12-23,1260,0.00555463,0.09013381,0.87448058,0.96461438,19.2397,0.003962,4.54346148,-386.00667302,True,False
