obs_id,buyer_id,quarter,latent_weakness,utilisation_frac,dpd_max_days,history_months,order_concentration_frac,true_pd_12m_frac,default_12m,split,label
OBS_00438,SYN_0138,2,-1.14139904,0.47567548,0.0,180.0,0.13367036,0.00122242,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00439,SYN_0139,2,-1.1460392,0.37547116,0.0,45.40433589,0.03322484,0.01028391,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00440,SYN_0140,2,-0.87423002,0.69289871,0.0,27.57397365,0.07724033,0.03031171,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00441,SYN_0141,2,1.17198965,0.88377336,29.0,21.56522198,0.52883646,0.24586791,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00442,SYN_0142,2,-0.29698273,0.34717185,0.0,35.6764006,0.05114112,0.01184362,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00443,SYN_0143,2,-0.52709029,0.38573748,0.0,35.17120777,0.16635575,0.01525351,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00444,SYN_0144,2,0.77969094,0.61881169,0.0,40.25049923,0.29269818,0.02750876,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00445,SYN_0145,2,-1.93044212,0.0,0.0,77.98789552,0.05104845,0.00250823,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00446,SYN_0146,2,-0.77102685,0.56359901,9.0,17.38827219,0.01964285,0.03625886,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00447,SYN_0147,2,0.57342709,0.66183881,2.0,11.92502554,0.75253346,0.09806995,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00448,SYN_0148,2,-0.26423719,0.57666133,0.0,14.53684015,0.17750805,0.03414983,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00449,SYN_0149,2,1.05962362,0.27280823,38.0,42.91966522,0.2742895,0.05355337,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00450,SYN_0150,2,-0.19688974,0.44196369,0.0,65.1407585,0.35142267,0.01285926,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00451,SYN_0151,2,-0.3232933,0.65182079,2.0,29.121794,0.26436969,0.03756995,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00452,SYN_0152,2,1.3281322,0.75066493,24.0,18.03187381,0.62066859,0.19364796,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00453,SYN_0153,2,-1.62072761,0.33995114,0.0,15.27054149,0.03448542,0.01656126,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00454,SYN_0154,2,0.71186593,0.55152699,13.0,30.73460558,0.14466986,0.03848174,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00455,SYN_0155,2,1.33439241,0.70805097,10.0,10.85060711,0.25680453,0.07840446,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00456,SYN_0156,2,-0.6452052,0.39747274,1.0,13.89542446,0.34544556,0.0306227,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00457,SYN_0157,2,0.75444459,0.5272243,31.0,17.69473448,0.10470925,0.08658277,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00458,SYN_0158,2,0.51350242,0.80696878,0.0,37.22721834,0.31681173,0.04497736,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00459,SYN_0159,2,0.95714074,0.72740009,6.0,16.73341395,0.05088709,0.04831821,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00460,SYN_0160,2,-0.05469931,0.56497563,0.0,21.76974117,0.03292392,0.02401195,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00461,SYN_0161,2,-0.26150471,0.37667394,0.0,39.15174414,0.36990773,0.01839103,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00462,SYN_0162,2,-0.37868786,0.75140006,3.0,60.87109009,0.37979917,0.03199782,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00463,SYN_0163,2,0.51530616,0.97509408,0.0,22.62340315,0.02773506,0.05663255,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00464,SYN_0164,2,0.12530409,0.29775651,0.0,50.49615858,0.07200926,0.00832006,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00465,SYN_0165,2,0.04250325,0.34932197,9.0,43.28787794,0.25103077,0.01952191,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00466,SYN_0166,2,0.15983464,0.51613273,0.0,51.001794,0.24958294,0.01704577,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00467,SYN_0167,2,-0.25322387,0.73795775,0.0,58.0956208,0.19435171,0.02255961,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00468,SYN_0168,2,-0.53084654,0.20867343,1.0,19.71513214,0.05685649,0.01227593,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00469,SYN_0169,2,0.40581699,0.66600462,0.0,44.09960313,0.16758871,0.02397494,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00470,SYN_0170,2,0.0582151,0.53785378,13.0,22.08717479,0.22862699,0.04876729,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00471,SYN_0171,2,0.60956424,0.62344747,0.0,20.29770136,0.08617573,0.03010129,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00472,SYN_0172,2,1.76235738,0.61675273,2.0,18.66948255,0.2476402,0.04107054,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00473,SYN_0173,2,0.91220596,0.54302074,20.0,58.36496333,0.1187805,0.02921384,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00474,SYN_0174,2,0.36262613,0.60636121,0.0,23.70850685,0.17985416,0.03097084,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00475,SYN_0175,2,1.08085995,0.50142381,0.0,22.00481754,0.30729128,0.0302477,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00476,SYN_0176,2,-0.57754463,0.17806786,0.0,65.85393595,0.22659944,0.0059563,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00477,SYN_0177,2,1.76562729,1.13393332,26.0,70.58448775,0.12200614,0.10300077,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00478,SYN_0178,2,0.04405163,0.38871597,3.0,24.9226474,0.17597292,0.02113895,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00479,SYN_0179,2,2.41020314,0.72801017,0.0,12.98666371,0.21115128,0.0507539,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00480,SYN_0180,2,2.23985436,0.69416399,1.0,30.54083471,0.68162187,0.06707303,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00481,SYN_0181,2,-0.02716069,0.4395914,25.0,61.88964967,0.0563963,0.02450044,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00482,SYN_0182,2,0.73966896,0.30132628,13.0,23.97091416,0.14341767,0.02526825,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00483,SYN_0183,2,0.61571636,0.73160319,0.0,20.83809295,0.03202781,0.0349923,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00484,SYN_0184,2,-0.32863409,0.24414974,0.0,19.67597718,0.19489178,0.01543599,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00485,SYN_0185,2,-0.0029733,0.3685593,28.0,21.13532486,0.26505378,0.06466647,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00486,SYN_0186,2,1.14107932,0.67979091,18.0,33.40456706,0.21207834,0.06387495,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00487,SYN_0187,2,0.86852113,0.81682539,0.0,36.07610722,0.10526329,0.0353032,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00488,SYN_0188,2,-1.51240714,0.27149117,0.0,19.6240168,0.08247531,0.01405481,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00489,SYN_0189,2,1.41348077,0.88581542,5.0,31.72365891,0.29396003,0.06872128,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00490,SYN_0190,2,-0.33009739,0.42241837,19.0,14.05203341,0.16792282,0.05115272,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00491,SYN_0191,2,0.6774823,0.81057492,0.0,17.07755627,0.11836363,0.0497273,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00492,SYN_0192,2,1.12410569,0.93667534,4.0,11.84084097,0.19370978,0.09079715,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00493,SYN_0193,2,-1.17310703,0.59476739,3.0,54.84116652,0.01090237,0.01532945,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00494,SYN_0194,2,-0.52989704,0.0,0.0,37.09502256,0.11187496,0.00582219,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00495,SYN_0195,2,0.61729698,0.6861298,0.0,58.24891752,0.30023296,0.02321891,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00496,SYN_0196,2,-0.92652109,0.20301511,16.0,30.43388441,0.05842955,0.01817598,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00497,SYN_0197,2,0.96519852,0.74421595,0.0,19.54008446,0.30833103,0.05322365,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00498,SYN_0198,2,0.74261098,0.79333429,0.0,54.89247058,0.21659749,0.02779928,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00499,SYN_0199,2,0.49857431,0.67362748,0.0,20.06467612,0.40689422,0.05175584,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00500,SYN_0200,2,1.2152953,0.47413413,0.0,19.75540699,0.23549989,0.026935,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00501,SYN_0201,2,-0.54943037,0.10457625,0.0,87.37070769,0.16467298,0.00311631,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00502,SYN_0202,2,-0.1294114,0.48677904,0.0,32.09006038,0.12540673,0.01903901,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00503,SYN_0203,2,0.64529563,1.03270818,0.0,37.49026785,0.15388907,0.05817037,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00504,SYN_0204,2,0.17118821,0.58561738,0.0,37.18972641,0.1813312,0.02324467,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00505,SYN_0205,2,0.80357114,0.5863281,21.0,32.7477915,0.14088549,0.05421662,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00506,SYN_0206,2,-0.24857277,0.36068389,0.0,20.07083104,0.18679981,0.01956775,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00507,SYN_0207,2,-0.71864916,0.69540839,0.0,144.90335937,0.27918208,0.00468181,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00508,SYN_0208,2,-1.00713862,0.3302952,0.0,64.5591094,0.03148073,0.00652045,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00509,SYN_0209,2,-0.52069993,0.44581762,1.0,25.68534864,0.05476516,0.01847785,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00510,SYN_0210,2,-1.00126281,0.37292709,0.0,40.48367343,0.15065493,0.01316566,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00511,SYN_0211,2,0.73893519,1.00076273,11.0,12.63330304,0.05681942,0.11074393,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00512,SYN_0212,2,-0.05351829,0.5980718,7.0,36.05108402,0.04836508,0.02682562,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00513,SYN_0213,2,1.60869721,0.93950574,0.0,26.65217183,0.39765482,0.07942436,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00514,SYN_0214,2,-0.11026413,0.52991662,20.0,47.76251717,0.07442539,0.03237242,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00515,SYN_0215,2,-0.83938537,0.0233807,0.0,66.00716708,0.11292942,0.00359638,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00516,SYN_0216,2,0.48233036,0.7326817,17.0,47.53914723,0.10640801,0.04662508,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00517,SYN_0217,2,1.30014198,0.83967624,9.0,83.88935475,0.29406825,0.02882803,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00518,SYN_0218,2,0.07130359,0.83998623,3.0,35.25788354,0.11495453,0.04287032,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00519,SYN_0219,2,-0.82730973,0.27002785,0.0,38.30040312,0.2351659,0.01227559,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00520,SYN_0220,2,0.15554872,0.45781728,0.0,28.07654074,0.15137507,0.01992326,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00521,SYN_0221,2,-0.08879076,0.42217548,10.0,16.09757867,0.03776604,0.02914653,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00522,SYN_0222,2,-0.34825402,0.69181611,0.0,45.30263516,0.09305753,0.02241358,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00523,SYN_0223,2,0.820994,0.59795041,5.0,10.00556335,0.09480475,0.04215467,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00524,SYN_0224,2,1.59262078,0.55129371,43.0,17.97997777,0.42285877,0.20157546,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00525,SYN_0225,2,-0.41552184,0.54758978,25.0,21.9495734,0.29829213,0.08607799,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00526,SYN_0226,2,-0.25384314,0.43974736,0.0,20.61551007,0.08009737,0.01989983,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00527,SYN_0227,2,0.65689945,0.62944507,0.0,25.54948472,0.13874426,0.02978745,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00528,SYN_0228,2,-0.75956664,0.59275195,0.0,62.59617154,0.31345941,0.01781016,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00529,SYN_0229,2,-0.41260617,0.23096153,0.0,173.59318436,0.09199401,0.00075286,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00530,SYN_0230,2,-1.27606105,0.37795795,0.0,89.44241766,0.03144097,0.00457446,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00531,SYN_0231,2,-1.59849173,0.0,0.0,65.31891948,0.20660925,0.00393983,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00532,SYN_0232,2,-0.25719181,0.19096049,15.0,43.29158737,0.0356939,0.01302691,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00533,SYN_0233,2,1.21014637,0.75261908,49.0,26.36137563,0.33382669,0.27602997,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00534,SYN_0234,2,-0.04676635,0.54321358,13.0,29.06192254,0.05570827,0.03455253,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00535,SYN_0235,2,1.50413164,0.89519275,3.0,18.98313493,0.45441299,0.09925751,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00536,SYN_0236,2,-0.89648386,0.49564546,1.0,37.35137556,0.10199613,0.01777083,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00537,SYN_0237,2,-0.73403984,0.7594526,0.0,21.98813066,0.08477121,0.03907047,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00538,SYN_0238,2,1.31159294,0.49205982,9.0,24.28807911,0.05309136,0.02871139,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00539,SYN_0239,2,-0.00953686,0.09897462,9.0,32.31647954,0.09117642,0.01104647,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00540,SYN_0240,2,0.35677424,0.09983385,0.0,65.49370794,0.13711606,0.00445053,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00541,SYN_0241,2,2.12506384,0.90933456,25.0,31.32621207,0.40154921,0.17004214,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00542,SYN_0242,2,0.54358892,0.66601604,38.0,13.42434595,0.24984671,0.18538129,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00543,SYN_0243,2,-0.23968291,0.76311431,0.0,22.14861793,0.48152155,0.06643159,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00544,SYN_0244,2,-1.08942809,0.4074353,0.0,38.7242221,0.09226566,0.01353597,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00545,SYN_0245,2,-1.50020258,0.0,0.0,14.69729493,0.01045778,0.00764909,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00546,SYN_0246,2,0.47861456,0.66496118,0.0,19.41114976,0.18710628,0.03832993,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00547,SYN_0247,2,0.40221131,0.39816657,2.0,67.82722038,0.05885874,0.00803218,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00548,SYN_0248,2,-1.12644434,0.0715719,0.0,106.93575733,0.02191603,0.00165059,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
